질문번호,기준일시,에이전트,질문,평가항목,가용여부,가용 데이터,테이블/컬럼,가정/갭,실제 쿼리,예상 답변
215-001-,2026-03-05 09:00 (KST),주문 관리,오늘 발주를 가장 많이 한 요일은 언제야?,신규형-요일 운영,✅,요일별 발주,"raw_order_extract.dlv_dt,ord_amt",-,"SELECT EXTRACT(DOW FROM to_date(dlv_dt,'YYYYMMDD')) AS dow,SUM(COALESCE(NULLIF(ord_amt,'')::numeric,0)) AS ord_amt FROM raw_order_extract WHERE masked_stor_cd=:store_id AND to_date(dlv_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY ord_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 발주가 가장 많은 요일을 보여드립니다."
216-001-,2026-03-05 09:00 (KST),주문 관리,오늘 주문 취소/반려 내역 보여줘,신규형-취소내역,❌,취소 상태 컬럼 부재,raw_order_extract,주문 취소 상태값 없음,"SELECT ""UNAVAILABLE"" AS status, ""주문 취소/반려 상태 컬럼 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 현재 데이터에는 취소/반려 상태가 없어 분리 조회가 불가능합니다."
217-001-,2026-03-05 09:00 (KST),주문 관리,오늘 점주가 직접 선택 저장한 건수와 미저장 건수 비교,신규형-저장행동,✅,선택저장 이력,"ordering_selections.saved,selected_at",-,"SELECT saved,COUNT(*) AS cnt FROM ordering_selections WHERE store_id=:store_id AND selected_at::date BETWEEN :date_from AND :date_to GROUP BY saved ORDER BY cnt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 직접 저장 여부를 비교해 보여드립니다."
218-001-,2026-03-05 09:00 (KST),주문 관리,오늘 거래처(납품센터)별 주문 비교,신규형-센터비교,❌,주문 테이블 내 납품센터 컬럼 부재,raw_order_extract,센터 정보는 점포마스터에만 있고 주문행 단위 매핑 불가,"SELECT ""UNAVAILABLE"" AS status, ""주문행 단위 납품센터 매핑 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 주문 데이터만으로는 납품센터별 비교가 어렵습니다."
219-001-,2026-03-05 09:00 (KST),주문 관리,어제 발주를 가장 많이 한 요일은 언제야?,신규형-요일 운영,✅,요일별 발주,"raw_order_extract.dlv_dt,ord_amt",-,"SELECT EXTRACT(DOW FROM to_date(dlv_dt,'YYYYMMDD')) AS dow,SUM(COALESCE(NULLIF(ord_amt,'')::numeric,0)) AS ord_amt FROM raw_order_extract WHERE masked_stor_cd=:store_id AND to_date(dlv_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY ord_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 발주가 가장 많은 요일을 보여드립니다."
220-001-,2026-03-05 09:00 (KST),주문 관리,어제 주문 취소/반려 내역 보여줘,신규형-취소내역,❌,취소 상태 컬럼 부재,raw_order_extract,주문 취소 상태값 없음,"SELECT ""UNAVAILABLE"" AS status, ""주문 취소/반려 상태 컬럼 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 현재 데이터에는 취소/반려 상태가 없어 분리 조회가 불가능합니다."
221-001-,2026-03-05 09:00 (KST),주문 관리,어제 점주가 직접 선택 저장한 건수와 미저장 건수 비교,신규형-저장행동,✅,선택저장 이력,"ordering_selections.saved,selected_at",-,"SELECT saved,COUNT(*) AS cnt FROM ordering_selections WHERE store_id=:store_id AND selected_at::date BETWEEN :date_from AND :date_to GROUP BY saved ORDER BY cnt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 직접 저장 여부를 비교해 보여드립니다."
222-001-,2026-03-05 09:00 (KST),주문 관리,어제 거래처(납품센터)별 주문 비교,신규형-센터비교,❌,주문 테이블 내 납품센터 컬럼 부재,raw_order_extract,센터 정보는 점포마스터에만 있고 주문행 단위 매핑 불가,"SELECT ""UNAVAILABLE"" AS status, ""주문행 단위 납품센터 매핑 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 주문 데이터만으로는 납품센터별 비교가 어렵습니다."
223-001-,2026-03-05 09:00 (KST),주문 관리,최근 7일 발주를 가장 많이 한 요일은 언제야?,신규형-요일 운영,✅,요일별 발주,"raw_order_extract.dlv_dt,ord_amt",-,"SELECT EXTRACT(DOW FROM to_date(dlv_dt,'YYYYMMDD')) AS dow,SUM(COALESCE(NULLIF(ord_amt,'')::numeric,0)) AS ord_amt FROM raw_order_extract WHERE masked_stor_cd=:store_id AND to_date(dlv_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY ord_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 발주가 가장 많은 요일을 보여드립니다."
224-001-,2026-03-05 09:00 (KST),주문 관리,최근 7일 주문 취소/반려 내역 보여줘,신규형-취소내역,❌,취소 상태 컬럼 부재,raw_order_extract,주문 취소 상태값 없음,"SELECT ""UNAVAILABLE"" AS status, ""주문 취소/반려 상태 컬럼 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 현재 데이터에는 취소/반려 상태가 없어 분리 조회가 불가능합니다."
225-001-,2026-03-05 09:00 (KST),주문 관리,최근 7일 점주가 직접 선택 저장한 건수와 미저장 건수 비교,신규형-저장행동,✅,선택저장 이력,"ordering_selections.saved,selected_at",-,"SELECT saved,COUNT(*) AS cnt FROM ordering_selections WHERE store_id=:store_id AND selected_at::date BETWEEN :date_from AND :date_to GROUP BY saved ORDER BY cnt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 직접 저장 여부를 비교해 보여드립니다."
226-001-,2026-03-05 09:00 (KST),주문 관리,최근 7일 거래처(납품센터)별 주문 비교,신규형-센터비교,❌,주문 테이블 내 납품센터 컬럼 부재,raw_order_extract,센터 정보는 점포마스터에만 있고 주문행 단위 매핑 불가,"SELECT ""UNAVAILABLE"" AS status, ""주문행 단위 납품센터 매핑 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 주문 데이터만으로는 납품센터별 비교가 어렵습니다."
227-001-,2026-03-05 09:00 (KST),주문 관리,최근 14일 발주를 가장 많이 한 요일은 언제야?,신규형-요일 운영,✅,요일별 발주,"raw_order_extract.dlv_dt,ord_amt",-,"SELECT EXTRACT(DOW FROM to_date(dlv_dt,'YYYYMMDD')) AS dow,SUM(COALESCE(NULLIF(ord_amt,'')::numeric,0)) AS ord_amt FROM raw_order_extract WHERE masked_stor_cd=:store_id AND to_date(dlv_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY ord_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 발주가 가장 많은 요일을 보여드립니다."
228-001-,2026-03-05 09:00 (KST),주문 관리,최근 14일 주문 취소/반려 내역 보여줘,신규형-취소내역,❌,취소 상태 컬럼 부재,raw_order_extract,주문 취소 상태값 없음,"SELECT ""UNAVAILABLE"" AS status, ""주문 취소/반려 상태 컬럼 부재"" AS reason /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 현재 데이터에는 취소/반려 상태가 없어 분리 조회가 불가능합니다."
200-002-,2026-03-05 09:00 (KST),매출 관리,그럼 오늘 매출 상위 상품 중 이익률이 낮은 상품도 같이 보여줘,연결형-매출대비효율,⚠️,매출/원가 대체,"core_daily_item_sales.sale_amt,raw_production_extract.item_cost",원가 매핑은 기준시점 차이 가능,"WITH s AS (SELECT item_cd,item_nm,SUM(sale_amt) AS sale_amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), c AS (SELECT item_cd,AVG(COALESCE(NULLIF(item_cost,'')::numeric,0)) AS item_cost FROM raw_production_extract WHERE masked_stor_cd=:store_id GROUP BY item_cd) SELECT s.item_cd,s.item_nm,s.sale_amt,c.item_cost,(s.sale_amt-COALESCE(c.item_cost,0)) AS rough_margin FROM s LEFT JOIN c ON c.item_cd=s.item_cd ORDER BY rough_margin ASC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 매출 대비 이익 여지가 낮은 상품을 우선 점검용으로 보여드립니다."
200-003-,2026-03-05 09:00 (KST),매출 관리,방금 본 시간대 기준으로 오늘 인력 배치가 필요한 피크시간 다시 알려줘,연결형-피크 운영,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div,SUM(sale_amt) AS sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY sale_amt DESC LIMIT 3 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 피크시간 상위 구간을 다시 확인해 인력 배치에 참고할 수 있게 제공합니다."
200-004-,2026-03-05 09:00 (KST),매출 관리,그럼 오늘 배달 비중이 너무 높은 날만 따로 보여줘,연결형-채널편중,✅,온라인/전체 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"WITH d AS (SELECT sale_dt,SUM(CASE WHEN ho_chnl_div LIKE '온라인%' THEN sale_amt ELSE 0 END) AS online_amt,SUM(sale_amt) AS total_amt FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt) SELECT sale_dt,online_amt,total_amt,online_amt/NULLIF(total_amt,0) AS online_ratio FROM d ORDER BY online_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 배달 비중이 높은 날짜를 따로 보여드립니다."
200-005-,2026-03-05 09:00 (KST),매출 관리,앞 질문 이어서 오늘 오프라인이 강했던 날도 보여줘,연결형-채널균형,✅,온라인/오프라인 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"WITH d AS (SELECT sale_dt,SUM(CASE WHEN ho_chnl_div LIKE '온라인%' THEN sale_amt ELSE 0 END) AS online_amt,SUM(sale_amt) AS total_amt FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt) SELECT sale_dt,(total_amt-online_amt) AS offline_amt,total_amt,(total_amt-online_amt)/NULLIF(total_amt,0) AS offline_ratio FROM d ORDER BY offline_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 오프라인이 강했던 날짜를 별도로 보여드립니다."
200-006-,2026-03-05 09:00 (KST),매출 관리,그럼 오늘 결제수단 중 환불 비중이 높은 수단은 뭐야?,연결형-결제리스크,✅,결제수단 환불,"raw_daily_store_pay_way.pay_way_cd_nm,rtn_pay_amt,pay_amt",-,"SELECT pay_way_cd_nm,SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) AS pay_amt,SUM(COALESCE(NULLIF(rtn_pay_amt,'')::numeric,0)) AS rtn_pay_amt,SUM(COALESCE(NULLIF(rtn_pay_amt,'')::numeric,0))/NULLIF(SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)),0) AS rtn_ratio FROM raw_daily_store_pay_way WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY pay_way_cd_nm ORDER BY rtn_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 환불 비중이 높은 결제수단을 보여드립니다."
200-007-,2026-03-05 09:00 (KST),매출 관리,방금 캠페인 결과 기준으로 오늘 실제 매출 상승이 있었는지 비교해줘,연결형-캠페인효과,⚠️,캠페인 매출합계+일매출,"raw_daily_store_cpi_tmzon,core_daily_item_sales",캠페인 테이블 일자 부재,"SELECT cpi_nm,SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS cpi_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd=:store_id GROUP BY cpi_nm ORDER BY cpi_amt DESC LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 캠페인별 매출 규모를 기준으로 상승 가능성을 점검할 수 있게 보여드립니다."
200-008-,2026-03-05 09:00 (KST),매출 관리,앞에서 본 상품 기준으로 오늘 반품까지 고려한 순매출 순위 다시 보여줘,연결형-순매출,✅,매출/반품,"core_daily_item_sales.sale_amt,rtn_amt",-,"SELECT item_cd,item_nm,SUM(sale_amt-rtn_amt) AS net_sale_amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY net_sale_amt DESC LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 반품을 반영한 순매출 기준 순위를 보여드립니다."
200-009-,2026-03-05 09:00 (KST),매출 관리,그럼 오늘 객단가가 특히 높은 날의 판매상품 상위도 알려줘,연결형-객단가 원인,✅,일자 객단가+상품매출,"core_channel_sales,core_daily_item_sales",-,"WITH a AS (SELECT sale_dt,SUM(sale_amt)/NULLIF(SUM(ord_cnt),0) AS aov FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt ORDER BY aov DESC NULLS LAST LIMIT 3) SELECT d.sale_dt,d.item_cd,d.item_nm,SUM(d.sale_amt) AS sale_amt FROM core_daily_item_sales d JOIN a ON a.sale_dt=d.sale_dt WHERE d.masked_stor_cd=:store_id GROUP BY d.sale_dt,d.item_cd,d.item_nm ORDER BY d.sale_dt,SUM(d.sale_amt) DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 객단가가 높았던 날의 주요 판매상품을 함께 보여드립니다."
200-010-,2026-03-05 09:00 (KST),매출 관리,방금 본 내용 기준으로 오늘 매출이 급감한 날 원인 후보(채널/상품) 알려줘,연결형-급감원인,✅,일자별 채널/상품 매출,"core_channel_sales,core_daily_item_sales",원인 후보는 정량 신호 기준,"WITH t AS (SELECT sale_dt,SUM(sale_amt) AS amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt), b AS (SELECT AVG(amt) AS a,STDDEV_POP(amt) AS s FROM t), low AS (SELECT sale_dt FROM t,b WHERE amt < a-COALESCE(s,0)) SELECT l.sale_dt,c.ho_chnl_div,SUM(c.sale_amt) AS ch_sale_amt FROM low l JOIN core_channel_sales c ON c.sale_dt=l.sale_dt AND c.masked_stor_cd=:store_id GROUP BY l.sale_dt,c.ho_chnl_div ORDER BY l.sale_dt,ch_sale_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 매출 급감일의 채널별 하락 신호를 원인 후보로 보여드립니다."
200-011-,2026-03-05 09:00 (KST),매출 관리,그럼 오늘 다음 질문으로 바로 쓸 추천 문장 3개 만들어줘(매출/주문/생산),연결형-추천질문브릿지,✅,기존 집계 결과 요약,"core_daily_item_sales,raw_order_extract,core_stock_rate",추천 문장은 템플릿 기반,"SELECT ""매출이 줄어든 날의 상위 3개 상품 원인은?"" AS q1, ""발주 대비 확정 차이가 큰 품목은?"" AS q2, ""재고 부족 품목부터 오늘 생산 우선순위는?"" AS q3 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 지금 결과에서 이어서 물어볼 추천 질문 3개를 제공합니다."
200-012-,2026-03-05 09:00 (KST),매출 관리,그럼 어제 매출 상위 상품 중 이익률이 낮은 상품도 같이 보여줘,연결형-매출대비효율,⚠️,매출/원가 대체,"core_daily_item_sales.sale_amt,raw_production_extract.item_cost",원가 매핑은 기준시점 차이 가능,"WITH s AS (SELECT item_cd,item_nm,SUM(sale_amt) AS sale_amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), c AS (SELECT item_cd,AVG(COALESCE(NULLIF(item_cost,'')::numeric,0)) AS item_cost FROM raw_production_extract WHERE masked_stor_cd=:store_id GROUP BY item_cd) SELECT s.item_cd,s.item_nm,s.sale_amt,c.item_cost,(s.sale_amt-COALESCE(c.item_cost,0)) AS rough_margin FROM s LEFT JOIN c ON c.item_cd=s.item_cd ORDER BY rough_margin ASC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 매출 대비 이익 여지가 낮은 상품을 우선 점검용으로 보여드립니다."
200-013-,2026-03-05 09:00 (KST),매출 관리,방금 본 시간대 기준으로 어제 인력 배치가 필요한 피크시간 다시 알려줘,연결형-피크 운영,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div,SUM(sale_amt) AS sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY sale_amt DESC LIMIT 3 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 피크시간 상위 구간을 다시 확인해 인력 배치에 참고할 수 있게 제공합니다."
200-014-,2026-03-05 09:00 (KST),매출 관리,그럼 어제 배달 비중이 너무 높은 날만 따로 보여줘,연결형-채널편중,✅,온라인/전체 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"WITH d AS (SELECT sale_dt,SUM(CASE WHEN ho_chnl_div LIKE '온라인%' THEN sale_amt ELSE 0 END) AS online_amt,SUM(sale_amt) AS total_amt FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt) SELECT sale_dt,online_amt,total_amt,online_amt/NULLIF(total_amt,0) AS online_ratio FROM d ORDER BY online_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 배달 비중이 높은 날짜를 따로 보여드립니다."
200-015-,2026-03-05 09:00 (KST),매출 관리,앞 질문 이어서 어제 오프라인이 강했던 날도 보여줘,연결형-채널균형,✅,온라인/오프라인 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"WITH d AS (SELECT sale_dt,SUM(CASE WHEN ho_chnl_div LIKE '온라인%' THEN sale_amt ELSE 0 END) AS online_amt,SUM(sale_amt) AS total_amt FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt) SELECT sale_dt,(total_amt-online_amt) AS offline_amt,total_amt,(total_amt-online_amt)/NULLIF(total_amt,0) AS offline_ratio FROM d ORDER BY offline_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 오프라인이 강했던 날짜를 별도로 보여드립니다."
200-016-,2026-03-05 09:00 (KST),매출 관리,그럼 어제 결제수단 중 환불 비중이 높은 수단은 뭐야?,연결형-결제리스크,✅,결제수단 환불,"raw_daily_store_pay_way.pay_way_cd_nm,rtn_pay_amt,pay_amt",-,"SELECT pay_way_cd_nm,SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) AS pay_amt,SUM(COALESCE(NULLIF(rtn_pay_amt,'')::numeric,0)) AS rtn_pay_amt,SUM(COALESCE(NULLIF(rtn_pay_amt,'')::numeric,0))/NULLIF(SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)),0) AS rtn_ratio FROM raw_daily_store_pay_way WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY pay_way_cd_nm ORDER BY rtn_ratio DESC NULLS LAST LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 환불 비중이 높은 결제수단을 보여드립니다."
200-017-,2026-03-05 09:00 (KST),매출 관리,방금 캠페인 결과 기준으로 어제 실제 매출 상승이 있었는지 비교해줘,연결형-캠페인효과,⚠️,캠페인 매출합계+일매출,"raw_daily_store_cpi_tmzon,core_daily_item_sales",캠페인 테이블 일자 부재,"SELECT cpi_nm,SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS cpi_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd=:store_id GROUP BY cpi_nm ORDER BY cpi_amt DESC LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 캠페인별 매출 규모를 기준으로 상승 가능성을 점검할 수 있게 보여드립니다."
200-018-,2026-03-05 09:00 (KST),매출 관리,앞에서 본 상품 기준으로 어제 반품까지 고려한 순매출 순위 다시 보여줘,연결형-순매출,✅,매출/반품,"core_daily_item_sales.sale_amt,rtn_amt",-,"SELECT item_cd,item_nm,SUM(sale_amt-rtn_amt) AS net_sale_amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY net_sale_amt DESC LIMIT 10 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 반품을 반영한 순매출 기준 순위를 보여드립니다."
200-019-,2026-03-05 09:00 (KST),매출 관리,그럼 어제 객단가가 특히 높은 날의 판매상품 상위도 알려줘,연결형-객단가 원인,✅,일자 객단가+상품매출,"core_channel_sales,core_daily_item_sales",-,"WITH a AS (SELECT sale_dt,SUM(sale_amt)/NULLIF(SUM(ord_cnt),0) AS aov FROM core_channel_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt ORDER BY aov DESC NULLS LAST LIMIT 3) SELECT d.sale_dt,d.item_cd,d.item_nm,SUM(d.sale_amt) AS sale_amt FROM core_daily_item_sales d JOIN a ON a.sale_dt=d.sale_dt WHERE d.masked_stor_cd=:store_id GROUP BY d.sale_dt,d.item_cd,d.item_nm ORDER BY d.sale_dt,SUM(d.sale_amt) DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 객단가가 높았던 날의 주요 판매상품을 함께 보여드립니다."
200-020-,2026-03-05 09:00 (KST),매출 관리,방금 본 내용 기준으로 어제 매출이 급감한 날 원인 후보(채널/상품) 알려줘,연결형-급감원인,✅,일자별 채널/상품 매출,"core_channel_sales,core_daily_item_sales",원인 후보는 정량 신호 기준,"WITH t AS (SELECT sale_dt,SUM(sale_amt) AS amt FROM core_daily_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY sale_dt), b AS (SELECT AVG(amt) AS a,STDDEV_POP(amt) AS s FROM t), low AS (SELECT sale_dt FROM t,b WHERE amt < a-COALESCE(s,0)) SELECT l.sale_dt,c.ho_chnl_div,SUM(c.sale_amt) AS ch_sale_amt FROM low l JOIN core_channel_sales c ON c.sale_dt=l.sale_dt AND c.masked_stor_cd=:store_id GROUP BY l.sale_dt,c.ho_chnl_div ORDER BY l.sale_dt,ch_sale_amt DESC /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 매출 급감일의 채널별 하락 신호를 원인 후보로 보여드립니다."
200-021-,2026-03-05 09:00 (KST),매출 관리,그럼 어제 다음 질문으로 바로 쓸 추천 문장 3개 만들어줘(매출/주문/생산),연결형-추천질문브릿지,✅,기존 집계 결과 요약,"core_daily_item_sales,raw_order_extract,core_stock_rate",추천 문장은 템플릿 기반,"SELECT ""매출이 줄어든 날의 상위 3개 상품 원인은?"" AS q1, ""발주 대비 확정 차이가 큰 품목은?"" AS q2, ""재고 부족 품목부터 오늘 생산 우선순위는?"" AS q3 /* 기준일시: 2026-03-05 09:00 KST */","기준일시(2026-03-05 09:00, KST) 기준, 지금 결과에서 이어서 물어볼 추천 질문 3개를 제공합니다."
